agent_id,trigger_kind,input_text,skill,duration_ms,cost_usd,tokens_in,tokens_out,retry_count,status
sys_watchdog_cron,cron-watchdog,"{""category"": ""Cron"", ""agent_id"": ""sys_watchdog_cron"", ""result"": ""ls -t jobs/reports/*/cron.log 2>/dev/null | head -3"", ""status"": ""narrative""}","[""sys_check_cron_freshness""]",3893,0.0,143,77,0,Success
sys_watchdog_vector,cron-watchdog,"{""category"": ""Vector DB"", ""agent_id"": ""sys_watchdog_vector"", ""result"": [{""count"": 11}], ""status"": ""ok""}","[""sys_check_vector_health""]",3072,0.0,122,56,0,Success
sys_watchdog_errors,cron-watchdog,"{""category"": ""Errors"", ""agent_id"": ""sys_watchdog_errors"", ""result"": [{""count"": 0}], ""status"": ""ok""}","[""sys_scan_recent_errors"", ""sys_watchdog_errors""]",4752,0.0,121,91,0,Success
sys_watchdog_db,cron-watchdog,"{""category"": ""Database"", ""agent_id"": ""sys_watchdog_db"", ""result"": [{""pg_size_pretty"": ""17 MB""}], ""status"": ""ok""}","[""sys_check_db_health""]",3056,0.0,126,58,0,Success
sys_watchdog_jobs,cron-watchdog,"{""category"": ""Jobs"", ""agent_id"": ""sys_watchdog_jobs"", ""result"": [{""queue_status"": ""Pending"", ""count"": 4}], ""status"": ""ok""}",[],3562,0.0,128,31,0,Success
sys_watchdog_api,cron-watchdog,"{""category"": ""API"", ""agent_id"": ""sys_watchdog_api"", ""result"": [{""count"": 5}], ""status"": ""ok""}","[""sys_check_api_health""]",5039,0.0,121,65,0,Success
sys_watchdog_cron,cron-watchdog,"{""category"": ""Cron"", ""agent_id"": ""sys_watchdog_cron"", ""result"": ""ls -t jobs/reports/*/cron.log 2>/dev/null | head -3"", ""status"": ""narrative""}","[""sys_check_cron_freshness"", ""sys_check_cron_freshness"", ""sys_check_cron_freshness""]",17553,0.0,143,269,0,Success
sys_watchdog_frontend,cron-watchdog,"{""category"": ""Frontend"", ""agent_id"": ""sys_watchdog_frontend"", ""result"": ""(no DB query \u00b7 checks frontend/dist/ + last vitest run)"", ""status"": ""narrative""}","[""sys_check_frontend_build""]",17237,0.0,137,53,0,Success
sys_watchdog_vector,cron-watchdog,"{""category"": ""Vector DB"", ""agent_id"": ""sys_watchdog_vector"", ""result"": [{""count"": 11}], ""status"": ""ok""}",[],3753,0.0,122,17,0,Success
sys_watchdog_logic,cron-watchdog,"{""category"": ""Code"", ""agent_id"": ""sys_watchdog_logic"", ""result"": ""(read backend/contracts/MANIFEST.json mtime)"", ""status"": ""narrative""}","[""sys_check_code_drift""]",4367,0.0,130,66,0,Success
sys_watchdog_errors,cron-watchdog,"{""category"": ""Errors"", ""agent_id"": ""sys_watchdog_errors"", ""result"": [{""count"": 0}], ""status"": ""ok""}","[""sys_scan_recent_errors""]",6457,0.0,121,55,0,Success
incident_triage,slack-cmd,is payment up?,"[""check_cloud_health""]",5234,0.0,105,99,0,Success
sys_watchdog_status,cron-watchdog,"{""category"": ""Status"", ""agent_id"": ""sys_watchdog_status"", ""result"": ""(reads jobs/reports/watchdog/*.json)"", ""status"": ""narrative""}","[""sys_aggregate_status""]",7501,0.0,127,91,0,Success
sys_watchdog_db,cron-watchdog,"{""category"": ""Database"", ""agent_id"": ""sys_watchdog_db"", ""result"": [{""pg_size_pretty"": ""17 MB""}], ""status"": ""ok""}","[""sys_check_db_health""]",8971,0.0,126,79,0,Success
sys_watchdog_api,cron-watchdog,"{""category"": ""API"", ""agent_id"": ""sys_watchdog_api"", ""result"": [{""count"": 14}], ""status"": ""ok""}","[""sys_check_api_health""]",5006,0.0,121,62,0,Success
sys_watchdog_frontend,cron-watchdog,"{""category"": ""Frontend"", ""agent_id"": ""sys_watchdog_frontend"", ""result"": ""(no DB query \u00b7 checks frontend/dist/ + last vitest run)"", ""status"": ""narrative""}","[""sys_check_frontend_build""]",4248,0.0,137,55,0,Success
sys_watchdog_logic,cron-watchdog,"{""category"": ""Code"", ""agent_id"": ""sys_watchdog_logic"", ""result"": ""(read backend/contracts/MANIFEST.json mtime)"", ""status"": ""narrative""}","[""sys_check_code_drift""]",3440,0.0,130,66,0,Success
sys_watchdog_performance,cron-watchdog,"{""category"": ""Performance"", ""agent_id"": ""sys_watchdog_performance"", ""result"": [{""avg"": ""5067.6666666666666667""}], ""status"": ""ok""}",[],4227,0.0,131,27,0,Success
sys_watchdog_status,cron-watchdog,"{""category"": ""Status"", ""agent_id"": ""sys_watchdog_status"", ""result"": ""(reads jobs/reports/watchdog/*.json)"", ""status"": ""narrative""}","[""sys_aggregate_status""]",4664,0.0,127,97,0,Success
fraud_scorer,api,Score this claim · policy PL-123456 · amount $25000,"[""score_fraud_risk"", ""generate_rca"", ""create_ticket""]",7445,0.0,120,134,0,Success
claim_intake,api,FNOL · policy PL-789 · vehicle damage from collision,"[""extract_claim_data"", ""assess_damage"", ""validate_coverage""]",7088,0.0,113,154,0,Success
fraud_scorer,api,Trace test,"[""create_ticket"", ""analyze_logs""]",7279,0.0,108,132,0,Success
sys_watchdog_jobs,cron-watchdog,"{""category"": ""Jobs"", ""agent_id"": ""sys_watchdog_jobs"", ""result"": [{""queue_status"": ""Pending"", ""count"": 5}], ""status"": ""ok""}",[],1891,0.0,128,35,0,Success
sys_watchdog_cron,cron-watchdog,"{""category"": ""Cron"", ""agent_id"": ""sys_watchdog_cron"", ""result"": ""ls -t jobs/reports/*/cron.log 2>/dev/null | head -3"", ""status"": ""narrative""}","[""sys_check_cron_freshness""]",3497,0.0,143,76,0,Success
sys_watchdog_vector,cron-watchdog,"{""category"": ""Vector DB"", ""agent_id"": ""sys_watchdog_vector"", ""result"": [{""count"": 13}], ""status"": ""ok""}",[],1365,0.0,122,28,0,Success
sys_watchdog_errors,cron-watchdog,"{""category"": ""Errors"", ""agent_id"": ""sys_watchdog_errors"", ""result"": [{""count"": 0}], ""status"": ""ok""}","[""sys_scan_recent_errors"", ""sys_scan_recent_errors""]",5695,0.0,121,119,0,Success
sys_watchdog_jobs,cron-watchdog,"{""category"": ""Jobs"", ""agent_id"": ""sys_watchdog_jobs"", ""result"": [{""queue_status"": ""Pending"", ""count"": 5}], ""status"": ""ok""}","[""sys_check_queue_depth""]",7193,0.0,128,75,0,Success
sys_watchdog_db,cron-watchdog,"{""category"": ""Database"", ""agent_id"": ""sys_watchdog_db"", ""result"": [{""pg_size_pretty"": ""17 MB""}], ""status"": ""ok""}",[],4603,0.0,126,22,0,Success
sys_watchdog_cron,cron-watchdog,"{""category"": ""Cron"", ""agent_id"": ""sys_watchdog_cron"", ""result"": ""ls -t jobs/reports/*/cron.log 2>/dev/null | head -3"", ""status"": ""narrative""}","[""sys_check_cron_freshness""]",4296,0.0,143,81,0,Success
sys_watchdog_mcp,cron-watchdog,"{""category"": ""MCP"", ""agent_id"": ""sys_watchdog_mcp"", ""result"": [{""count"": 4}], ""status"": ""ok""}",[],1665,0.0,125,27,0,Success
sys_watchdog_api,cron-watchdog,"{""category"": ""API"", ""agent_id"": ""sys_watchdog_api"", ""result"": [{""count"": 21}], ""status"": ""ok""}","[""sys_check_api_health""]",5922,0.0,121,51,0,Success
sys_watchdog_vector,cron-watchdog,"{""category"": ""Vector DB"", ""agent_id"": ""sys_watchdog_vector"", ""result"": [{""count"": 13}], ""status"": ""ok""}","[""sys_check_vector_health""]",4500,0.0,122,48,0,Success
sys_watchdog_frontend,cron-watchdog,"{""category"": ""Frontend"", ""agent_id"": ""sys_watchdog_frontend"", ""result"": ""(no DB query \u00b7 checks frontend/dist/ + last vitest run)"", ""status"": ""narrative""}","[""sys_check_frontend_build""]",5516,0.0,137,83,0,Success
sys_watchdog_errors,cron-watchdog,"{""category"": ""Errors"", ""agent_id"": ""sys_watchdog_errors"", ""result"": [{""count"": 0}], ""status"": ""ok""}",[],4567,0.0,121,25,0,Success
sys_watchdog_logic,cron-watchdog,"{""category"": ""Code"", ""agent_id"": ""sys_watchdog_logic"", ""result"": ""(read backend/contracts/MANIFEST.json mtime)"", ""status"": ""narrative""}","[""sys_check_code_drift""]",4299,0.0,130,78,0,Success
sys_watchdog_db,cron-watchdog,"{""category"": ""Database"", ""agent_id"": ""sys_watchdog_db"", ""result"": [{""pg_size_pretty"": ""17 MB""}], ""status"": ""ok""}","[""sys_check_db_health""]",5787,0.0,126,55,0,Success
sys_watchdog_errors,cron-watchdog,"{""category"": ""Errors"", ""agent_id"": ""sys_watchdog_errors"", ""result"": [{""count"": 0}], ""status"": ""ok""}",[],1233,0.0,121,23,0,Success
sys_watchdog_status,cron-watchdog,"{""category"": ""Status"", ""agent_id"": ""sys_watchdog_status"", ""result"": ""(reads jobs/reports/watchdog/*.json)"", ""status"": ""narrative""}","[""sys_aggregate_status""]",5603,0.0,127,66,0,Success
sys_watchdog_api,cron-watchdog,"{""category"": ""API"", ""agent_id"": ""sys_watchdog_api"", ""result"": [{""count"": 25}], ""status"": ""ok""}",[],4379,0.0,121,28,0,Success
sys_watchdog_scalability,cron-watchdog,"{""category"": ""Scalability"", ""agent_id"": ""sys_watchdog_scalability"", ""result"": [{""max"": ""0.00""}], ""status"": ""ok""}","[""sys_check_scalability""]",3699,0.0,128,53,0,Success
sys_watchdog_frontend,cron-watchdog,"{""category"": ""Frontend"", ""agent_id"": ""sys_watchdog_frontend"", ""result"": ""(no DB query \u00b7 checks frontend/dist/ + last vitest run)"", ""status"": ""narrative""}","[""sys_check_frontend_build""]",4986,0.0,137,59,0,Success
sys_watchdog_load,cron-watchdog,"{""category"": ""Load"", ""agent_id"": ""sys_watchdog_load"", ""result"": ""(reads jobs/reports/load-testing/*.md mtime)"", ""status"": ""narrative""}","[""sys_check_load_test""]",5654,0.0,129,68,0,Success
sys_watchdog_logic,cron-watchdog,"{""category"": ""Code"", ""agent_id"": ""sys_watchdog_logic"", ""result"": ""(read backend/contracts/MANIFEST.json mtime)"", ""status"": ""narrative""}","[""sys_check_code_drift""]",6081,0.0,130,73,0,Success
sys_watchdog_status,cron-watchdog,"{""category"": ""Status"", ""agent_id"": ""sys_watchdog_status"", ""result"": ""(reads jobs/reports/watchdog/*.json)"", ""status"": ""narrative""}","[""sys_aggregate_status""]",4727,0.0,127,78,0,Success
sys_watchdog_security,cron-watchdog,"{""category"": ""Security"", ""agent_id"": ""sys_watchdog_security"", ""result"": [{""count"": 0}], ""status"": ""ok""}",[],4170,0.0,121,17,0,Success
sys_watchdog_scalability,cron-watchdog,"{""category"": ""Scalability"", ""agent_id"": ""sys_watchdog_scalability"", ""result"": [{""max"": ""0.00""}], ""status"": ""ok""}",[],1551,0.0,128,17,0,Success
sys_watchdog_log,cron-watchdog,"{""category"": ""Logs"", ""agent_id"": ""sys_watchdog_log"", ""status"": ""error"", ""error"": ""UndefinedTable: relation \""audit_chain\"" does not exist\nLINE 1: SELECT COUNT(*) FROM audit_chain WHERE created_at > NOW() - ...\n                             ^\n""}","[""sys_check_log_chain""]",4810,0.0,152,88,0,Success
sys_watchdog_load,cron-watchdog,"{""category"": ""Load"", ""agent_id"": ""sys_watchdog_load"", ""result"": ""(reads jobs/reports/load-testing/*.md mtime)"", ""status"": ""narrative""}","[""sys_check_load_test""]",7241,0.0,129,73,0,Success
sys_watchdog_trace,cron-watchdog,"{""category"": ""Trace"", ""agent_id"": ""sys_watchdog_trace"", ""result"": [{""count"": 75}], ""status"": ""ok""}","[""sys_check_trace_coverage""]",6365,0.0,121,72,0,Success
sys_watchdog_vector,cron-watchdog,"{""category"": ""Vector DB"", ""agent_id"": ""sys_watchdog_vector"", ""result"": [{""count"": 69}], ""status"": ""ok""}",[],1490,0.0,122,27,0,Success
sys_watchdog_performance,cron-watchdog,"{""category"": ""Performance"", ""agent_id"": ""sys_watchdog_performance"", ""result"": [{""avg"": ""4932.3000000000000000""}], ""status"": ""ok""}","[""sys_check_latency_percentiles""]",6199,0.0,131,70,0,Success
sys_watchdog_observability,cron-watchdog,"{""category"": ""Observability"", ""agent_id"": ""sys_watchdog_observability"", ""result"": [{""count"": 79}], ""status"": ""ok""}","[""sys_check_observability_stack""]",5460,0.0,128,55,0,Success
sys_watchdog_security,cron-watchdog,"{""category"": ""Security"", ""agent_id"": ""sys_watchdog_security"", ""result"": [{""count"": 0}], ""status"": ""ok""}",[],3527,0.0,121,24,0,Success
sys_watchdog_pii,cron-watchdog,"{""category"": ""PII"", ""agent_id"": ""sys_watchdog_pii"", ""result"": ""(scans agent_invocation.output_text for email/phone/SSN patterns)"", ""status"": ""narrative""}","[""sys_check_pii_redaction"", ""sys_check_pii_redaction""]",6501,0.0,139,129,0,Success
sys_watchdog_output_eval,cron-watchdog,"{""category"": ""Output Eval"", ""agent_id"": ""sys_watchdog_output_eval"", ""result"": [{""avg"": ""4.0000000000000000""}], ""status"": ""ok""}","[""sys_check_output_quality""]",8751,0.0,132,71,0,Success
sys_watchdog_trace,cron-watchdog,"{""category"": ""Trace"", ""agent_id"": ""sys_watchdog_trace"", ""result"": [{""count"": 82}], ""status"": ""ok""}","[""sys_check_trace_coverage""]",5282,0.0,121,59,0,Success
sys_watchdog_chunking,cron-watchdog,"{""category"": ""Chunking"", ""agent_id"": ""sys_watchdog_chunking"", ""result"": [{""avg"": ""62.2307692307692308""}], ""status"": ""ok""}","[""sys_check_chunking_strategy""]",5261,0.0,133,62,0,Success
sys_watchdog_observability,cron-watchdog,"{""category"": ""Observability"", ""agent_id"": ""sys_watchdog_observability"", ""result"": [{""count"": 85}], ""status"": ""ok""}","[""sys_check_observability_stack""]",5273,0.0,128,58,0,Success
sys_watchdog_tokens,cron-watchdog,"{""category"": ""Tokens"", ""agent_id"": ""sys_watchdog_tokens"", ""result"": [{""sum"": ""0.0000""}], ""status"": ""ok""}","[""sys_check_token_burn""]",4694,0.0,126,50,0,Success
sys_watchdog_pii,cron-watchdog,"{""category"": ""PII"", ""agent_id"": ""sys_watchdog_pii"", ""result"": ""(scans agent_invocation.output_text for email/phone/SSN patterns)"", ""status"": ""narrative""}","[""sys_check_pii_redaction""]",5542,0.0,139,79,0,Success
sys_watchdog_embedding,cron-watchdog,"{""category"": ""Embedding"", ""agent_id"": ""sys_watchdog_embedding"", ""result"": ""(checks knowledge_base.review_date)"", ""status"": ""narrative""}","[""sys_check_embedding_version""]",6543,0.0,125,66,0,Success
sys_watchdog_output_eval,cron-watchdog,"{""category"": ""Output Eval"", ""agent_id"": ""sys_watchdog_output_eval"", ""result"": [{""avg"": ""4.0000000000000000""}], ""status"": ""ok""}",[],4771,0.0,132,33,0,Success
sys_watchdog_vector_search,cron-watchdog,"{""category"": ""Vector Search"", ""agent_id"": ""sys_watchdog_vector_search"", ""result"": ""(invokes /api/v1/ril/knowledge/search?q=test \u00b7 measures latency)"", ""status"": ""narrative""}","[""sys_check_vector_recall""]",4050,0.0,142,55,0,Success
sys_watchdog_chunking,cron-watchdog,"{""category"": ""Chunking"", ""agent_id"": ""sys_watchdog_chunking"", ""result"": [{""avg"": ""62.2307692307692308""}], ""status"": ""ok""}","[""sys_check_chunking_strategy""]",6156,0.0,133,77,0,Success
sys_watchdog_supervise,cron-watchdog,"{""category"": ""Supervise"", ""agent_id"": ""sys_watchdog_supervise"", ""result"": [{""count"": 4}], ""status"": ""ok""}","[""sys_check_supervision_coverage""]",7490,0.0,129,75,0,Success
sys_watchdog_tokens,cron-watchdog,"{""category"": ""Tokens"", ""agent_id"": ""sys_watchdog_tokens"", ""result"": [{""sum"": ""0.0000""}], ""status"": ""ok""}","[""sys_check_token_burn""]",6120,0.0,126,50,0,Success
sys_watchdog_mcp,cron-watchdog,"{""category"": ""MCP"", ""agent_id"": ""sys_watchdog_mcp"", ""result"": [{""count"": 4}], ""status"": ""ok""}","[""sys_check_mcp_health""]",4431,0.0,125,50,0,Success
sys_watchdog_vector,cron-watchdog,"{""category"": ""Vector DB"", ""agent_id"": ""sys_watchdog_vector"", ""result"": [{""count"": 75}], ""status"": ""ok""}",[],1396,0.0,122,28,0,Success
sys_watchdog_mcp,cron-watchdog,"{""category"": ""MCP"", ""agent_id"": ""sys_watchdog_mcp"", ""result"": [{""count"": 4}], ""status"": ""ok""}",[],1279,0.0,125,17,0,Success
sys_watchdog_embedding,cron-watchdog,"{""category"": ""Embedding"", ""agent_id"": ""sys_watchdog_embedding"", ""result"": ""(checks knowledge_base.review_date)"", ""status"": ""narrative""}","[""sys_check_embedding_version""]",6102,0.0,125,86,0,Success
sys_watchdog_vector_search,cron-watchdog,"{""category"": ""Vector Search"", ""agent_id"": ""sys_watchdog_vector_search"", ""result"": ""(invokes /api/v1/ril/knowledge/search?q=test \u00b7 measures latency)"", ""status"": ""narrative""}","[""sys_check_vector_recall""]",3191,0.0,142,60,0,Success
sys_watchdog_supervise,cron-watchdog,"{""category"": ""Supervise"", ""agent_id"": ""sys_watchdog_supervise"", ""result"": [{""count"": 4}], ""status"": ""ok""}","[""sys_check_supervision_coverage""]",3687,0.0,129,66,0,Success
sys_watchdog_mcp,cron-watchdog,"{""category"": ""MCP"", ""agent_id"": ""sys_watchdog_mcp"", ""result"": [{""count"": 4}], ""status"": ""ok""}","[""sys_check_mcp_health""]",2818,0.0,125,60,0,Success
sys_watchdog_jobs,cron-watchdog,"{""category"": ""Jobs"", ""agent_id"": ""sys_watchdog_jobs"", ""result"": [{""queue_status"": ""Pending"", ""count"": 5}], ""status"": ""ok""}","[""sys_check_queue_depth""]",3216,0.0,128,66,0,Success
sys_watchdog_scalability,cron-watchdog,"{""category"": ""Scalability"", ""agent_id"": ""sys_watchdog_scalability"", ""result"": [{""max"": ""0.00""}], ""status"": ""ok""}",[],1321,0.0,128,17,0,Success
sys_watchdog_cron,cron-watchdog,"{""category"": ""Cron"", ""agent_id"": ""sys_watchdog_cron"", ""result"": ""ls -t jobs/reports/*/cron.log 2>/dev/null | head -3"", ""status"": ""narrative""}","[""sys_check_cron_freshness""]",4167,0.0,143,84,0,Success
sys_watchdog_vector,cron-watchdog,"{""category"": ""Vector DB"", ""agent_id"": ""sys_watchdog_vector"", ""result"": [{""count"": 13}], ""status"": ""ok""}","[""sys_check_vector_health""]",2831,0.0,122,61,0,Success
sys_watchdog_errors,cron-watchdog,"{""category"": ""Errors"", ""agent_id"": ""sys_watchdog_errors"", ""result"": [{""count"": 0}], ""status"": ""ok""}","[""sys_scan_recent_errors"", ""None""]",3555,0.0,121,84,0,Success
sys_watchdog_db,cron-watchdog,"{""category"": ""Database"", ""agent_id"": ""sys_watchdog_db"", ""result"": [{""pg_size_pretty"": ""17 MB""}], ""status"": ""ok""}","[""sys_check_db_health""]",2719,0.0,126,56,0,Success
sys_watchdog_api,cron-watchdog,"{""category"": ""API"", ""agent_id"": ""sys_watchdog_api"", ""result"": [{""count"": 52}], ""status"": ""ok""}","[""sys_check_api_health""]",2866,0.0,121,61,0,Success
sys_watchdog_errors,cron-watchdog,"{""category"": ""Errors"", ""agent_id"": ""sys_watchdog_errors"", ""result"": [{""count"": 0}], ""status"": ""ok""}",[],1674,0.0,121,23,0,Success
sys_watchdog_frontend,cron-watchdog,"{""category"": ""Frontend"", ""agent_id"": ""sys_watchdog_frontend"", ""result"": ""(no DB query \u00b7 checks frontend/dist/ + last vitest run)"", ""status"": ""narrative""}","[""sys_check_frontend_build""]",3117,0.0,137,53,0,Success
sys_watchdog_logic,cron-watchdog,"{""category"": ""Code"", ""agent_id"": ""sys_watchdog_logic"", ""result"": ""(read backend/contracts/MANIFEST.json mtime)"", ""status"": ""narrative""}","[""sys_check_code_drift""]",4348,0.0,130,62,0,Success
sys_watchdog_status,cron-watchdog,"{""category"": ""Status"", ""agent_id"": ""sys_watchdog_status"", ""result"": ""(reads jobs/reports/watchdog/*.json)"", ""status"": ""narrative""}","[""sys_aggregate_status"", ""sys_aggregate_status""]",6719,0.0,127,129,0,Success
sys_watchdog_scalability,cron-watchdog,"{""category"": ""Scalability"", ""agent_id"": ""sys_watchdog_scalability"", ""result"": [{""max"": ""0.00""}], ""status"": ""ok""}",[],1511,0.0,128,30,0,Success
sys_watchdog_load,cron-watchdog,"{""category"": ""Load"", ""agent_id"": ""sys_watchdog_load"", ""result"": ""(reads jobs/reports/load-testing/*.md mtime)"", ""status"": ""narrative""}","[""sys_check_load_test""]",3199,0.0,129,70,0,Success
sys_watchdog_frontend,cron-watchdog,"{""category"": ""Frontend"", ""agent_id"": ""sys_watchdog_frontend"", ""result"": ""(no DB query \u00b7 checks frontend/dist/ + last vitest run)"", ""status"": ""narrative""}","[""sys_check_frontend_build""]",2762,0.0,137,59,0,Success
sys_watchdog_performance,cron-watchdog,"{""category"": ""Performance"", ""agent_id"": ""sys_watchdog_performance"", ""result"": [{""avg"": ""4702.0862068965517241""}], ""status"": ""ok""}","[""sys_check_latency_percentiles""]",3680,0.0,131,68,0,Success
sys_watchdog_security,cron-watchdog,"{""category"": ""Security"", ""agent_id"": ""sys_watchdog_security"", ""result"": [{""count"": 0}], ""status"": ""ok""}",[],1955,0.0,121,29,0,Success
sys_watchdog_log,cron-watchdog,"{""category"": ""Logs"", ""agent_id"": ""sys_watchdog_log"", ""status"": ""error"", ""error"": ""UndefinedTable: relation \""audit_chain\"" does not exist\nLINE 1: SELECT COUNT(*) FROM audit_chain WHERE created_at > NOW() - ...\n                             ^\n""}","[""sys_check_log_chain""]",6506,0.0,152,140,0,Success
sys_watchdog_trace,cron-watchdog,"{""category"": ""Trace"", ""agent_id"": ""sys_watchdog_trace"", ""result"": [{""count"": 113}], ""status"": ""ok""}","[""sys_check_trace_coverage""]",2969,0.0,121,63,0,Success
sys_watchdog_observability,cron-watchdog,"{""category"": ""Observability"", ""agent_id"": ""sys_watchdog_observability"", ""result"": [{""count"": 115}], ""status"": ""ok""}","[""sys_check_observability_stack""]",4203,0.0,128,73,0,Success
sys_watchdog_logic,cron-watchdog,"{""category"": ""Code"", ""agent_id"": ""sys_watchdog_logic"", ""result"": ""(read backend/contracts/MANIFEST.json mtime)"", ""status"": ""narrative""}","[""sys_check_code_drift""]",2905,0.0,130,66,0,Success
sys_watchdog_pii,cron-watchdog,"{""category"": ""PII"", ""agent_id"": ""sys_watchdog_pii"", ""result"": ""(scans agent_invocation.output_text for email/phone/SSN patterns)"", ""status"": ""narrative""}","[""sys_check_pii_redaction""]",3544,0.0,139,70,0,Success
sys_watchdog_output_eval,cron-watchdog,"{""category"": ""Output Eval"", ""agent_id"": ""sys_watchdog_output_eval"", ""result"": [{""avg"": ""4.0000000000000000""}], ""status"": ""ok""}","[""sys_check_output_quality""]",2474,0.0,132,50,0,Success
sys_watchdog_chunking,cron-watchdog,"{""category"": ""Chunking"", ""agent_id"": ""sys_watchdog_chunking"", ""result"": [{""avg"": ""62.2307692307692308""}], ""status"": ""ok""}","[""sys_check_chunking_strategy""]",3617,0.0,133,80,0,Success
